Plate,Well,Part,Plasmid,Resistance,Well Status,Type,Sequencing,Short Description,Genbank File,Comments,Source,Subparts
Plate 1,8I,BBa_K611026,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),LacI Promoter Variant #6,https://synbiohub.org/public/igem/BBa_K611026/1/gb,,iGEM11_UC_Davis,1
Plate 1,8J,BBa_K523014,pSB1C3,chloramphenicol,OK,Composite,Long part(A),Plac + LacZ + bglX,https://synbiohub.org/public/igem/BBa_K523014/1/gb,,iGEM11_Edinburgh,2
Plate 1,8K,BBa_K569017,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),CheY,https://synbiohub.org/public/igem/BBa_K569017/1/gb,,iGEM11_UT_Dallas,1
Plate 1,8L,BBa_K523015,pSB1C3,chloramphenicol,OK,Composite,Long part(A),Plac + RBS + cenA (endoglucanase),https://synbiohub.org/public/igem/BBa_K523015/1/gb,,iGEM11_Edinburgh,3
Plate 1,8M,BBa_K617003,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),R6K origin of replication,https://synbiohub.org/public/igem/BBa_K617003/1/gb,This is the R6K origin of replication part I have had the sequence confirmed by ACGT INC. with primers VF2 and VR a gel pic is shown on our wiki/registry page.,iGEM09_Lethbridge,1
Plate 1,8N,BBa_K523020,pSB1C3,chloramphenicol,OK,Composite,Long part(A),Plac + INP-bglX,https://synbiohub.org/public/igem/BBa_K523020/1/gb,,iGEM11_Edinburgh,1
Plate 1,8O,BBa_K617004,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),Lambda attP P'OP,https://synbiohub.org/public/igem/BBa_K617004/1/gb,"This is Lambda attP P'OP, it has been sequenced by ACGT INC. with VF2 and VR primers, a gel picture (E+P digest) is on our registry/wiki page",iGEM11_UIUC-Illinois,1
Plate 1,8P,BBa_K523022,pSB1C3,chloramphenicol,OK,Composite,Bad Sequencing(A),PlacLacZ + crtEIB,https://synbiohub.org/public/igem/BBa_K523022/1/gb,,iGEM11_Edinburgh,1
Plate 1,9A,BBa_S04602,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),B0034:C0077,https://synbiohub.org/public/igem/BBa_S04602/1/gb,name =7 . RBS CinR sequencing in process,iGEM11_Grenoble,2
Plate 1,9B,BBa_K817016,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),parS site,https://synbiohub.org/public/igem/BBa_K817016/1/gb,,iGEM12_NTU-Taida,1
Plate 1,9C,BBa_S04607,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),R0011:C0077,https://synbiohub.org/public/igem/BBa_S04607/1/gb,name =16 . pLac-CinR  sequencing in progress,iGEM11_Grenoble,2
Plate 1,9D,BBa_K817021,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),RBS-SP1-Penetratin-Flag,https://synbiohub.org/public/igem/BBa_K817021/1/gb,,iGEM12_NTU-Taida,2
Plate 1,9E,BBa_K568006,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),Intermediate synthetic part of optogenetical AND-Gate,https://synbiohub.org/public/igem/BBa_K568006/1/gb,,iGEM11_TU_Munich,5
Plate 1,9F,BBa_K817022,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),RBS-SP2-Penetratin-Flag,https://synbiohub.org/public/igem/BBa_K817022/1/gb,,iGEM12_NTU-Taida,2
Plate 1,9G,BBa_K516011,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),luxI protein generator TERM- RBS+(B0031),https://synbiohub.org/public/igem/BBa_K516011/1/gb,(wiki name: E3),iGEM11_UNIPV-Pavia,2
Plate 1,9H,BBa_K817023,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),RBS-SP3-Penetratin-Flag,https://synbiohub.org/public/igem/BBa_K817023/1/gb,,iGEM12_NTU-Taida,2
Plate 1,9I,BBa_K516030,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),mRFP protein generator TERM+ RBS+(B0030),https://synbiohub.org/public/igem/BBa_K516030/1/gb,(wiki name: E5),iGEM11_UNIPV-Pavia,4
Plate 1,9J,BBa_K817024,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),RBS-SP1-Penetratin-Flag-xx,https://synbiohub.org/public/igem/BBa_K817024/1/gb,,iGEM12_NTU-Taida,4
Plate 1,9K,BBa_K516031,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),mRFP protein generator TERM+ RBS+(B0031),https://synbiohub.org/public/igem/BBa_K516031/1/gb,(wiki name: E6),iGEM11_UNIPV-Pavia,4
Plate 1,9L,BBa_K763001,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),pGroE + Gene encoding AsRed2,https://synbiohub.org/public/igem/BBa_K763001/1/gb,,iGEM12_Valencia_Biocampus,1
Plate 1,9M,BBa_K516032,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),mRFP protein generator TERM+ RBS+(B0032),https://synbiohub.org/public/igem/BBa_K516032/1/gb,(wiki name: E7),iGEM11_UNIPV-Pavia,4
Plate 1,9N,BBa_K763002,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),pNirB  + Gene encoding ZsGreen1,https://synbiohub.org/public/igem/BBa_K763002/1/gb,,iGEM12_Valencia_Biocampus,1
Plate 1,9O,BBa_K516022,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),AiiA protein generator TERM+ RBS+(B0032),https://synbiohub.org/public/igem/BBa_K516022/1/gb,(wiki name: E11),iGEM11_UNIPV-Pavia,4
Plate 1,9P,BBa_K769001,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),PompC-RBS-GFP-Double terminator,https://synbiohub.org/public/igem/BBa_K769001/1/gb,,iGEM12_Tokyo-NoKoGen,1
Plate 1,10A,BBa_K576005,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),J23101-RBS-GFP1,https://synbiohub.org/public/igem/BBa_K576005/1/gb,,iGEM11_Waterloo,3
Plate 1,10B,BBa_K523023,pSB1C3,chloramphenicol,OK,Composite,Long part(A),PlacLacZ + EYFP,https://synbiohub.org/public/igem/BBa_K523023/1/gb,,iGEM11_Edinburgh,1
Plate 1,10C,BBa_K652004,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),RBS-ZeAFP-Term,https://synbiohub.org/public/igem/BBa_K652004/1/gb,,iGEM09_Groningen,1
Plate 1,10D,BBa_K568004,pSB1C3,chloramphenicol,OK,Composite,Long part(A),Optogenetical AND-Gate blue light - without first promoter - choose your first input,https://synbiohub.org/public/igem/BBa_K568004/1/gb,,iGEM11_TU_Munich,6
Plate 1,10E,BBa_K654058,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),Thioesterase (TesA from E. coli) with 8-His Tag,https://synbiohub.org/public/igem/BBa_K654058/1/gb,,iGEM11_Utah_State,1
Plate 1,10F,BBa_K639003,pSB1C3,chloramphenicol,OK,Composite,Long part(A),rrnB P1-LacI-pLac-mCherry plausible stress sensor,https://synbiohub.org/public/igem/BBa_K639003/1/gb,,iGEM11_NTNU_Trondheim,10
Plate 1,10G,BBa_K634001,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),exaE,https://synbiohub.org/public/igem/BBa_K634001/1/gb,,iGEM09_Heidelberg,1
Plate 1,10H,BBa_K606017,pSB1C3,chloramphenicol,OK,Translational_Unit,Long part(A),T7 polymerase expression casette for Bacillus Subtilis,https://synbiohub.org/public/igem/BBa_K606017/1/gb,,iGEM11_Paris_Bettencourt,2
Plate 1,10I,BBa_K624003,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),rep gene,https://synbiohub.org/public/igem/BBa_K624003/1/gb,,iGEM11_NYMU-Taiwan,1
Plate 1,10J,BBa_K627011,pSB1C3,chloramphenicol,OK,Device,Long part(A),Fusion part of pBAD arabinose-inducible induction system and the HRV 14_3C protease,https://synbiohub.org/public/igem/BBa_K627011/1/gb,,iGEM11_Potsdam_Bioware,1
Plate 1,10K,BBa_K624000,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),ori+Pmsp1,https://synbiohub.org/public/igem/BBa_K624000/1/gb,,iGEM11_NYMU-Taiwan,1
Plate 1,10L,BBa_K568001,pSB1C3,chloramphenicol,OK,Composite,Bad Sequencing(A),Optogenetical AND-Gate red/blue light,https://synbiohub.org/public/igem/BBa_K568001/1/gb,,iGEM11_TU_Munich,9
Plate 1,10M,BBa_K624004,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),ori+Pmsp1+rep (pYMB essentials),https://synbiohub.org/public/igem/BBa_K624004/1/gb,,iGEM11_NYMU-Taiwan,2
Plate 1,10N,BBa_K592016,pSB1C3,chloramphenicol,OK,Composite,Long part(A),B0034-YF1-B0034-FixJ  blue light sensor and RR with RBS,https://synbiohub.org/public/igem/BBa_K592016/1/gb,,iGEM11_Uppsala-Sweden,4
Plate 1,10O,BBa_K581005,pSB1C3,chloramphenicol,OK,RNA,Confirmed(A),Pc+sgrS(wt)+Terminator (small RNA regulator  conjugate part of ptsG(wt)),https://synbiohub.org/public/igem/BBa_K581005/1/gb,,iGEM11_Peking_Signaling,1
Plate 1,10P,BBa_K592018,pSB1C3,chloramphenicol,OK,Composite,Long part(A),B0034-cph8,https://synbiohub.org/public/igem/BBa_K592018/1/gb,,iGEM11_Uppsala-Sweden,2
Plate 1,11A,BBa_K516132,pSB1C3,chloramphenicol,OK,Measurement,Confirmed(A),Constitutive promoter [J23101] with mRFP  RBS B0032,https://synbiohub.org/public/igem/BBa_K516132/1/gb,(wiki name: J101-E7),iGEM11_UNIPV-Pavia,5
Plate 1,11B,BBa_K797001,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),phage shock protein A: one of the components of out Tat cassette,https://synbiohub.org/public/igem/BBa_K797001/1/gb,,iGEM12_Kyoto,1
Plate 1,11C,BBa_K553003,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),constitutive production of LasR trans-activator,https://synbiohub.org/public/igem/BBa_K553003/1/gb,,iGEM11_UNITS_TRIESTE,5
Plate 1,11D,BBa_K914001,pSB1C3,chloramphenicol,OK,Composite,Inconsistent(A),pLac Colicin E2 Immunity protein,https://synbiohub.org/public/igem/BBa_K914001/1/gb,,iGEM12_Paris_Bettencourt,1
Plate 1,11E,BBa_K541501,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),Promoter Pveg  RBS spoVG and SacB signal peptide for B. subtilis,https://synbiohub.org/public/igem/BBa_K541501/1/gb,,iGEM11_FAGEM,1
Plate 1,11F,BBa_K914003,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),L-rhamnose-inducible promoter (pRha),https://synbiohub.org/public/igem/BBa_K914003/1/gb,,iGEM12_Paris_Bettencourt,1
Plate 1,11G,BBa_K541502,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),Promoter Pveg  RBS spoVG and LipA signal peptide for B. subtilis,https://synbiohub.org/public/igem/BBa_K541502/1/gb,,iGEM11_FAGEM,1
Plate 1,11H,BBa_K914011,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),supD-T - intermediate,https://synbiohub.org/public/igem/BBa_K914011/1/gb,,iGEM12_Paris_Bettencourt,1
Plate 1,11I,BBa_K541503,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),Constitutive Strong promoter  Strong RBS and TAT signal peptide,https://synbiohub.org/public/igem/BBa_K541503/1/gb,,iGEM11_FAGEM,1
Plate 1,11J,BBa_K738002,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),Theophyline riboswitch regulated RNA Scaffold (clover vision 2),https://synbiohub.org/public/igem/BBa_K738002/1/gb,,iGEM12_ZJU-China,1
Plate 1,11K,BBa_K541505,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),limulus anti-LPS factor (LALF),https://synbiohub.org/public/igem/BBa_K541505/1/gb,,iGEM11_FAGEM,1
Plate 1,11L,BBa_K863206,pSB1C3,chloramphenicol,OK,Other,Confirmed(A),Mating factor alpha 1 with Kozak sequence,https://synbiohub.org/public/igem/BBa_K863206/1/gb,,iGEM12_Bielefeld-Germany,1
Plate 1,11M,BBa_K541506,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),Reflectin1A from Cephalopod,https://synbiohub.org/public/igem/BBa_K541506/1/gb,,iGEM11_FAGEM,1
Plate 1,11N,BBa_K875009,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),LL 37 - Cathelicidin,https://synbiohub.org/public/igem/BBa_K875009/1/gb,,iGEM12_Trieste,1
Plate 1,11O,BBa_K541526,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),reflectin for b.subtilis with LipA signal peptide,https://synbiohub.org/public/igem/BBa_K541526/1/gb,,iGEM11_FAGEM,2
Plate 1,11P,BBa_K895000,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),Eco_Ptat2,https://synbiohub.org/public/igem/BBa_K895000/1/gb,,iGEM12_Dundee,1
Plate 1,12A,BBa_K581006,pSB1C3,chloramphenicol,OK,RNA,Confirmed(A),Pc+ptsG(wt)-GFP (ptsG(wt) 5' UTR fused with gfp),https://synbiohub.org/public/igem/BBa_K581006/1/gb,,iGEM11_Peking_Signaling,1
Plate 1,12B,BBa_K592020,pSB1C3,chloramphenicol,OK,Reporter,Long part(A),PFixK2-lambda C1-B0034-amilCP blue light sensor output,https://synbiohub.org/public/igem/BBa_K592020/1/gb,,iGEM11_Uppsala-Sweden,8
Plate 1,12C,BBa_K581008,pSB1C3,chloramphenicol,Unknown,Generator,Confirmed(A),RBS+ccdB+Termintor,https://synbiohub.org/public/igem/BBa_K581008/1/gb,,iGEM11_Peking_Signaling,4
Plate 1,12D,BBa_K546000,pSB1C3,chloramphenicol,OK,Signalling,Long part(A),Lux pL controlled LuxR with lux pR autoinducing LuxI(lva tag)- AHL.,https://synbiohub.org/public/igem/BBa_K546000/1/gb,,iGEM11_Wageningen_UR,10
Plate 1,12E,BBa_K524001,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),pLac + RBS + split sfGFP 1-10,https://synbiohub.org/public/igem/BBa_K524001/1/gb,,iGEM11_HKUST,1
Plate 1,12F,BBa_K546001,pSB1C3,chloramphenicol,OK,Composite,Long part(A),Lux pL controlled luxR with lux pR controlled AHL degrading enzyme AiiA(lva tag).,https://synbiohub.org/public/igem/BBa_K546001/1/gb,,iGEM11_Wageningen_UR,10
Plate 1,12G,BBa_K539421,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),promoter (lacI regulated)+RNA thermometer,https://synbiohub.org/public/igem/BBa_K539421/1/gb,,iGEM11_NCTU_Taiwan,2
Plate 1,12H,BBa_K641009,pSB1C3,chloramphenicol,OK,Composite,Long part(A),P_rffGH.rbs.ToxR-Nhe1.{gsgsgs}{LambdaRep},https://synbiohub.org/public/igem/BBa_K641009/1/gb,,iGEM11_Berkeley,1
Plate 1,12I,BBa_K539622,pSB1C3,chloramphenicol,OK,Intermediate,Long part(A),a RBS (B0032)+ilvC,https://synbiohub.org/public/igem/BBa_K539622/1/gb,,iGEM11_NCTU_Taiwan,2
Plate 1,12J,BBa_K517002,pSB1C3,chloramphenicol,OK,Translational_Unit,Long part(A),alpha-pinene synthase,https://synbiohub.org/public/igem/BBa_K517002/1/gb,,iGEM11_British_Columbia,1
Plate 1,12K,BBa_K539119,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),crtY (lycopene cyclase),https://synbiohub.org/public/igem/BBa_K539119/1/gb,,iGEM11_NCTU_Taiwan,1
Plate 1,12L,BBa_K517003,pSB1C3,chloramphenicol,OK,Translational_Unit,Long part(A),beta-pinene synthase,https://synbiohub.org/public/igem/BBa_K517003/1/gb,,iGEM11_British_Columbia,1
Plate 1,12M,BBa_K649001,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),GFP regulated by 3OC12-HSL and LasR,https://synbiohub.org/public/igem/BBa_K649001/1/gb,,iGEM11_Tokyo_Tech,2
Plate 1,12N,BBa_K517005,pSB1C3,chloramphenicol,OK,Translational_Unit,Long part(A),erg20-2,https://synbiohub.org/public/igem/BBa_K517005/1/gb,,iGEM11_Tokyo_Tech,1
Plate 1,12O,BBa_K519010,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),SmtA,https://synbiohub.org/public/igem/BBa_K519010/1/gb,,iGEM11_Tokyo-NoKoGen,1
Plate 1,12P,BBa_K577894,pSB1C3,chloramphenicol,OK,Reporter,Long part(A),TetR repressed YFP,https://synbiohub.org/public/igem/BBa_K577894/1/gb,,iGEM11_Tokyo-NoKoGen,10
Plate 1,13A,BBa_K541596,pSB1C3,chloramphenicol,OK,Device,Inconsistent(A),Reflectin  gene with J04500 promoter,https://synbiohub.org/public/igem/BBa_K541596/1/gb,,iGEM11_FAGEM,3
Plate 1,13B,BBa_K895004,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),Salty_Hcp-CD27_endolysin,https://synbiohub.org/public/igem/BBa_K895004/1/gb,,iGEM12_Dundee,1
Plate 1,13C,BBa_K584001,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),Constitutive promoter + GFP generator,https://synbiohub.org/public/igem/BBa_K584001/1/gb,,iGEM11_KULeuven,5
Plate 1,13D,BBa_K861090,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),YhjH Gene From <i>E.coli str. K12</i>,https://synbiohub.org/public/igem/BBa_K861090/1/gb,,iGEM12_WHU-China,1
Plate 1,13E,BBa_K584002,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),pLac-Lux hybrid + GFP generator,https://synbiohub.org/public/igem/BBa_K584002/1/gb,,iGEM11_KULeuven,5
Plate 1,13F,BBa_K861172,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),lambda cI generator controlled by PcstA (glucose-repressible promoter),https://synbiohub.org/public/igem/BBa_K861172/1/gb,,iGEM12_WHU-China,5
Plate 1,13G,BBa_K584003,pSB1C3,chloramphenicol,OK,Composite,Confirmed(A),Lambda cI and LuxR regulated - hybrid promoter + GFP generator,https://synbiohub.org/public/igem/BBa_K584003/1/gb,,iGEM11_KULeuven,5
Plate 1,13H,BBa_K861173,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),mRFP generator controlled by  PcstA (glucose-repressible promoter),https://synbiohub.org/public/igem/BBa_K861173/1/gb,,iGEM12_WHU-China,5
Plate 1,13I,BBa_K540001,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),rcn  cobalt-sensitive promoter,https://synbiohub.org/public/igem/BBa_K540001/1/gb,,iGEM11_LYON-Biosciences_INSA_ENS,1
Plate 1,13J,BBa_K741003,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),pRM-RBS-GFP-T,https://synbiohub.org/public/igem/BBa_K741003/1/gb,More than 1 ug in the tube.,iGEM12_USTC-China,5
Plate 1,13K,BBa_K606013,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),SpoVG RFPmCherry double terminator. Translational unit for B. Subtilis,https://synbiohub.org/public/igem/BBa_K606013/1/gb,,iGEM11_Paris_Bettencourt,4
Plate 1,13L,BBa_K741006,pSB1C3,chloramphenicol,OK,Translational_Unit,Confirmed(A),RBS-crogfp-T,https://synbiohub.org/public/igem/BBa_K741006/1/gb,More than 1 ug in the tube.,iGEM12_USTC-China,4
Plate 1,13M,BBa_K606048,pSB1C3,chloramphenicol,OK,Generator,Confirmed(A),pHyperspank Tyrosine amber supressor tRNA,https://synbiohub.org/public/igem/BBa_K606048/1/gb,,iGEM11_Paris_Bettencourt,2
Plate 1,13N,BBa_K822000,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),lldPRD operon promoter + RBS from E. coli,https://synbiohub.org/public/igem/BBa_K822000/1/gb,,iGEM12_NTNU_Trondheim,1
Plate 1,13O,BBa_K606053,pSB1C3,chloramphenicol,OK,Intermediate,Confirmed(A),Tyrosine amber supressor tRNA double terminator,https://synbiohub.org/public/igem/BBa_K606053/1/gb,,iGEM11_Paris_Bettencourt,3
Plate 1,13P,BBa_K822001,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),ldhA promoter + RBS from Corynebacterium glutamicum,https://synbiohub.org/public/igem/BBa_K822001/1/gb,,iGEM12_NTNU_Trondheim,1
Plate 1,14A,BBa_K598000,pSB1C3,chloramphenicol,OK,Reporter,Bad Sequencing(A),TPP Down-regulated Hammerhead Ribozyme 2.5 with Native RBS+E0040+B0015,https://synbiohub.org/public/igem/BBa_K598000/1/gb,,iGEM11_pku_riboclamp,1
Plate 1,14B,BBa_K577895,pSB1C3,chloramphenicol,OK,Reporter,Long part(A),TetR repressed RFP,https://synbiohub.org/public/igem/BBa_K577895/1/gb,,iGEM11_pku_riboclamp,10
Plate 1,14C,BBa_K598001,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),Theophylline Responsive Riboswitch 1G1 with Engineered RBS+GFP generator,https://synbiohub.org/public/igem/BBa_K598001/1/gb,,iGEM11_pku_riboclamp,1
Plate 1,14D,BBa_K577893,pSB1C3,chloramphenicol,OK,Reporter,Long part(A),TetR repressed GFP,https://synbiohub.org/public/igem/BBa_K577893/1/gb,,iGEM11_pku_riboclamp,10
Plate 1,14E,BBa_K598003,pSB1C3,chloramphenicol,OK,RNA,Confirmed(A),TPP Down-regulated Hammerhead Ribozyme 2.5 with Native RBS,https://synbiohub.org/public/igem/BBa_K598003/1/gb,,iGEM11_pku_riboclamp,1
Plate 1,14F,BBa_K577881,pSB1C3,chloramphenicol,OK,Reporter,Long part(A),pC+AraC+pBad+GFPc,https://synbiohub.org/public/igem/BBa_K577881/1/gb,,iGEM11_BU_Wellesley_Software,6
Plate 1,14G,BBa_K598005,pSB1C3,chloramphenicol,OK,RNA,Confirmed(A),Theophylline Responsive Riboswitch P1G1 with Native RBS,https://synbiohub.org/public/igem/BBa_K598005/1/gb,,iGEM11_pku_riboclamp,1
Plate 1,14H,BBa_K530000,pSB1C3,chloramphenicol,OK,Coding,Inconsistent(A),CRTYB,https://synbiohub.org/public/igem/BBa_K530000/1/gb,,iGEM11_Johns_Hopkins,1
Plate 1,14I,BBa_K598006,pSB1C3,chloramphenicol,OK,RNA,Confirmed(A),Theophylline Responsive Riboswitch 1G1 with Engineered RBS,https://synbiohub.org/public/igem/BBa_K598006/1/gb,,iGEM11_pku_riboclamp,1
Plate 1,14J,BBa_K542004,pSB1C3,chloramphenicol,OK,Device,Bad Sequencing(A),pLacI Regulated Lumazine Synthase with Transciptional Terminator and pBAD,https://synbiohub.org/public/igem/BBa_K542004/1/gb,,iGEM11_Lethbridge,10
Plate 1,14K,BBa_K598007,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),Theophylline Responsive Riboswitch P1G1 with Native RBS+E0040+B0015,https://synbiohub.org/public/igem/BBa_K598007/1/gb,,iGEM11_pku_riboclamp,1
Plate 1,14L,BBa_K575024,pSB1C3,chloramphenicol,OK,Composite,Long part(A),LasR/PAI1 Inducible Promoter + RBS (B0030) + GFP  Constitutive Promoter + RBS (B0030) + LasR,https://synbiohub.org/public/igem/BBa_K575024/1/gb,,iGEM11_Northwestern,6
Plate 1,14M,BBa_K598008,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),TPP Up-regulated Hammerhead Ribozyme 1.20 with Native RBS+E0040+B0015,https://synbiohub.org/public/igem/BBa_K598008/1/gb,,iGEM11_pku_riboclamp,1
Plate 1,14N,BBa_K575025,pSB1C3,chloramphenicol,OK,Composite,Long part(A),LasR/PAI1 Inducible Promoter + RBS (B0030) + GFP  Constitutive Promoter + RBS (B0034) + LasR,https://synbiohub.org/public/igem/BBa_K575025/1/gb,,iGEM11_Northwestern,6
Plate 1,14O,BBa_K598009,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),pBAD+Theophylline Responsive Riboswitch P1G1 with Native RBS+E0040+B0015,https://synbiohub.org/public/igem/BBa_K598009/1/gb,,iGEM11_pku_riboclamp,1
Plate 1,14P,BBa_K575026,pSB1C3,chloramphenicol,OK,Composite,Long part(A),LasR/PAI1 Inducible Promoter + RBS (B0030) + RFP  Constitutive Promoter + RBS (B0030) + LasR,https://synbiohub.org/public/igem/BBa_K575026/1/gb,,iGEM11_Northwestern,6
Plate 1,15A,BBa_K606061,pSB1C3,chloramphenicol,OK,RBS,Confirmed(A),SpoVG Ribosome Binding Site (RBS) for B. subtilis,https://synbiohub.org/public/igem/BBa_K606061/1/gb,,iGEM11_Paris_Bettencourt,1
Plate 1,15B,BBa_K863200,pSB1C3,chloramphenicol,OK,Other,Confirmed(A),5' UTR site of alcohol oxidase 1 gene (aox1),https://synbiohub.org/public/igem/BBa_K863200/1/gb,,iGEM12_Bielefeld-Germany,1
Plate 1,15C,BBa_K606034,pSB1C3,chloramphenicol,OK,RNA,Confirmed(A),Tyrosine amber supressor tRNA,https://synbiohub.org/public/igem/BBa_K606034/1/gb,,iGEM11_Paris_Bettencourt,1
Plate 1,15D,BBa_K863201,pSB1C3,chloramphenicol,OK,DNA,Confirmed(A),3' UTR site of alcohol oxidase 1 gene (aox1),https://synbiohub.org/public/igem/BBa_K863201/1/gb,,iGEM12_Bielefeld-Germany,1
Plate 1,15E,BBa_K606041,pSB1C3,chloramphenicol,OK,Generator,Inconsistent(A),pHyperspank Tyrosine amber supressor tRNA double terminator,https://synbiohub.org/public/igem/BBa_K606041/1/gb,,iGEM11_Paris_Bettencourt,4
Plate 1,15F,BBa_K929301,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),Potsdam Standard Backbone,https://synbiohub.org/public/igem/BBa_K929301/1/gb,,iGEM12_Potsdam_Bioware,1
Plate 1,15G,BBa_K606040,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),Promoter Hyperspank B.subtilis & E.coli,https://synbiohub.org/public/igem/BBa_K606040/1/gb,,iGEM11_Paris_Bettencourt,1
Plate 1,15H,BBa_K929302,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),AID in Potsdam Standard,https://synbiohub.org/public/igem/BBa_K929302/1/gb,,iGEM12_Potsdam_Bioware,1
Plate 1,15I,BBa_K553020,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),Mammaliam Secreted Beta Lactamase,https://synbiohub.org/public/igem/BBa_K553020/1/gb,,iGEM11_UNITS_TRIESTE,1
Plate 1,15J,BBa_K778000,pSB1C3,chloramphenicol,OK,Regulatory,Confirmed(A),hycAp: Promoter of hyc operon activated by FhlA,https://synbiohub.org/public/igem/BBa_K778000/1/gb,,iGEM12_UT-Tokyo,1
Plate 1,15K,BBa_K510022,pSB1C3,chloramphenicol,OK,Other,Confirmed(A),attTn7,https://synbiohub.org/public/igem/BBa_K510022/1/gb,,iGEM11_UPO-Sevilla,1
Plate 1,15L,BBa_K895006,pSB1C3,chloramphenicol,OK,Reporter,Confirmed(A),GFP open reading frame,https://synbiohub.org/public/igem/BBa_K895006/1/gb,,iGEM12_Dundee,1
Plate 1,15M,BBa_K510036,pSB1C3,chloramphenicol,OK,Device,Confirmed(A),Improved Flip Flop (Module II: asRNA),https://synbiohub.org/public/igem/BBa_K510036/1/gb,,iGEM11_UPO-Sevilla,1
Plate 1,15N,BBa_K785000,pSB1C3,chloramphenicol,OK,Coding,Confirmed(A),Lov-tetR (light sensor with Ptet repression) light->PtetO repressed,https://synbiohub.org/public/igem/BBa_K785000/1/gb,,iGEM12_Fudan_Lux,1
Plate 1,15O,BBa_K592027,pSB1C3,chloramphenicol,OK,Measurement,Partially confirmed(A),T5-lac promoter-B0032-BFP,https://synbiohub.org/public/igem/BBa_K592027/1/gb,BBa_S04615,iGEM11_Uppsala-Sweden,3
